x,y,t,yobserved
0.5587286454951323,0.6835179096411659,0.7686641910910839,yes
0.6408181638991917,0.2287728747521024,0.8756694790286225,yes
0.7383701519279746,0.15038031262874685,0.7524874859465677,yes
0.7526935552030294,0.5298847598609491,0.6782959106927574,no
0.21121617982033347,0.8672606304664535,0.8910812029954365,yes
0.6283583440229328,0.08977077498339259,0.924200514162944,yes
0.7002268520318231,0.2518727838396275,0.4478683232087765,no
0.6570559975717754,0.9942719449273791,0.5464561083412023,no
0.3019885085241938,0.7387785066083918,0.4968271194389543,yes
0.573756954412947,0.7031154418399459,0.7613620908405156,yes
0.11695478984379093,0.5658398273780046,0.8055320913590877,yes
0.7180820685651494,0.716798671484103,0.10443126751885834,no
0.5586718965529796,0.7218730039081336,0.25772667102055496,no
0.16920509109528792,0.9288214340207451,0.9781377017592787,yes
0.8710117117422258,0.5253733944885981,0.8041709902325785,no
0.9706731195142271,0.6120805449181179,0.335389133972972,no
0.4577584991850262,0.6690952476266211,0.5253769605409254,yes
0.12503942573422655,0.6082356646643354,0.807257212033172,yes
0.006310164803296048,0.6628864262641863,0.2379967827581118,yes
0.3805128979481639,0.015412463645727903,0.9179943445286317,yes
0.9346728445329426,0.7154385568154069,0.974935078431021,yes
0.8017302829217707,0.04427284859204439,0.9821760414417009,yes
0.6743502235544403,0.4510585549790529,0.9725098484086998,yes
0.14014806346428377,0.739958393850971,0.8887652573188027,yes
0.3311547648706822,0.33921385902975953,0.9061790222402483,yes
0.8494660840112631,0.8240482797111808,0.1848245343276622,no
0.41483624578696465,0.022723894442489512,0.3074808765825983,no
0.526248376520293,0.33470588119781297,0.5611828792113888,yes
0.6981345084790815,0.9112137110370144,0.3575051033113914,no
0.6351945866902295,0.19360933846977246,0.6117080307067041,no
0.9927473952218167,0.6380817019973459,0.964943081867816,no
0.6750291223729388,0.9023029123617667,0.6625246858276463,no
0.9089150756249678,0.41452495777504095,0.4968525741856539,no
0.3048911072244347,0.48757110599395925,0.10871790781240713,no
0.22834773494422456,0.05314189658472945,0.21457592221984903,no
0.46363538526975145,0.9969541704175524,0.7043924138734453,yes
0.8367515387499833,0.8417834822535026,0.8555702083988925,yes
0.8472303693016976,0.5090168196646172,0.5468615242475757,no
0.5132498287210734,0.8641203033411431,0.6702104959311682,yes
0.21361902442232628,0.5371259915183167,0.9354658009703584,yes
0.734699931953493,0.6100079903163524,0.2151481838904189,no
0.39290959820905536,0.39157548281114196,0.8356766755469778,yes
0.9077736901526496,0.8449191603499611,0.6042428052754514,no
0.3779089210376464,0.7360325605967185,0.5499798112871507,yes
0.218487717848721,0.3273571092424532,0.6103895818243286,yes
0.5759662206678582,0.18087387035683744,0.3879533830877854,no
0.7404236465860556,0.660456950803632,0.3838350984384955,no
0.4664779050316177,0.46259824959719853,0.532354496877507,yes
0.9481717107613334,0.7115652843695999,0.6363590446036247,no
0.9021807776283657,0.9017897448695753,0.7067748892786713,no
0.1388103154115652,0.2920600802040926,0.8116740624989172,yes
