x,y,t,yobserved
0.10422564341559681,0.8065941761927293,0.7686641910910839,yes
0.27421080171235435,0.36643576670260986,0.8756694790286225,yes
0.410841035776556,0.37007098624115453,0.7524874859465677,yes
0.6515158488493313,0.25235963461382155,0.6782959106927574,yes
0.5941510810388674,0.23568453714762702,0.8910812029954365,yes
0.2815868137908394,0.6595020929064441,0.924200514162944,yes
0.5523096009100269,0.4323376409345836,0.4478683232087765,no
0.26314360757554367,0.581797970299649,0.5464561083412023,yes
0.5971011523932502,0.6806623981616843,0.4968271194389543,no
0.7729676258228204,0.23278818827581196,0.7613620908405156,no
0.6565190176120692,0.7132234597547505,0.8055320913590877,yes
0.009622696796573826,0.8888210119081588,0.10443126751885834,yes
0.21551372051994164,0.3269767099603164,0.25772667102055496,yes
0.09612328092697651,0.9744964417117243,0.9781377017592787,yes
0.0772053558259863,0.9113066853452185,0.8041709902325785,yes
0.9142572199660548,0.3349585545374696,0.335389133972972,no
0.13065579652348616,0.29598697534666774,0.5253769605409254,yes
0.36482653780024443,0.8370563805881038,0.807257212033172,yes
0.6564563047002965,0.7427786536102977,0.2379967827581118,no
0.4126389632684275,0.4273122697169729,0.9179943445286317,yes
0.4931063903522391,0.4148241529445576,0.974935078431021,yes
0.5185335148471111,0.7940502336121044,0.9821760414417009,yes
0.3111372691377282,0.4440527005799541,0.9725098484086998,yes
0.15076892122620383,0.7973121026294981,0.8887652573188027,yes
0.32454231175218196,0.36590099752083394,0.9061790222402483,yes
0.07265286298664174,0.8002662861698002,0.1848245343276622,yes
0.5113641878407397,0.05521271817798041,0.3074808765825983,no
0.9039318471876807,0.07970890891104247,0.5611828792113888,no
0.9862868769493536,0.0013518600146425269,0.3575051033113914,no
0.08849030961941458,0.7569910893417385,0.6117080307067041,yes
0.6453262213976751,0.6353831207454218,0.964943081867816,yes
0.5206807692542178,0.6306865288841815,0.6625246858276463,yes
0.13500396262407904,0.822794140135893,0.4968525741856539,yes
0.953348410996347,0.035288276972605094,0.10871790781240713,no
0.9618297528259905,0.5965366300180044,0.21457592221984903,no
0.8108248067096657,0.4327742499261902,0.7043924138734453,no
0.013040780490540744,0.5971045680779087,0.8555702083988925,yes
0.9341377964880669,0.04556966853509507,0.5468615242475757,no
0.16903990944712594,0.4440112226037564,0.6702104959311682,yes
0.24052070408440931,0.9540673717746291,0.9354658009703584,yes
0.6979427938027224,0.47286950181028725,0.2151481838904189,no
0.7263579525602198,0.7328885933903483,0.8356766755469778,yes
0.3006858164572931,0.8462267523390463,0.6042428052754514,yes
0.5553675422087108,0.41290172012456156,0.5499798112871507,no
0.047797462558750496,0.7188861482574419,0.6103895818243286,yes
0.46213621157226253,0.4445595319060326,0.3879533830877854,no
0.5752247451973268,0.16775194561695855,0.3838350984384955,no
0.4114513377659678,0.5425345256454566,0.532354496877507,yes
0.29203155865999975,0.8458941019925414,0.6363590446036247,yes
0.6388147681715339,0.7702633376840905,0.7067748892786713,yes
0.9781493113995078,0.09019694959942934,0.8116740624989172,no
0.7999846528070536,0.2904885340423463,0.7180718752182998,no
0.3470208963692262,0.6837484313843811,0.5106028068158339,yes
0.8159953624028857,0.20289116874606875,0.7716997369773615,no
0.04217386083935219,0.9587792419145043,0.5407971192892289,yes
0.9104136302589221,0.054033679678327444,0.5371962868506782,no
0.102512162261984,0.9785595608894919,0.7862313892115403,yes
0.9076013901495008,0.12502070586132008,0.815021360150242,no
0.821474504258666,0.2902495845527667,0.8680484535848209,yes
0.7185429560137142,0.040115777953343076,0.1920525511907137,no
0.5033400351819971,0.5920743089278957,0.8023118353749368,yes
0.41256293578176645,0.7636040578445166,0.6335775921993688,yes
0.15487245539811725,0.14173032018660334,0.7246083730185906,yes
0.1360898013638877,0.3986835695750321,0.7823105569391662,yes
0.581254770970994,0.7177576692469423,0.6577055038751434,yes
0.7678189055036164,0.22858542061882564,0.2867176813457702,no
0.5446494937316977,0.7154910179422633,0.4461591534520831,no
0.7137076812658817,0.04624484232894425,0.7590006410137875,yes
0.6589698044458834,0.4470473313334226,0.4670942795286773,no
0.9559956899053206,0.21480160046905816,0.6016938808109872,no
0.9135256785489969,0.3912909114319298,0.4524691402760781,no
0.3724549048764,0.7647536913943263,0.9659107145633493,yes
0.5702225832328937,0.33546330736154895,0.9095398813155324,yes
0.4480049460534541,0.375729806257342,0.3151176915992072,no
0.373106931044227,0.7559974614569493,0.796429399635909,yes
0.08693901070091413,0.8202935156798621,0.3643011921138394,yes
0.14546802722402732,0.9884200246687714,0.8804511061868567,yes
0.2604794830975322,0.7082647240327251,0.9323286379402042,yes
0.5310605797160055,0.444418147284576,0.1990869590679583,no
0.2681411716538831,0.6255022008652791,0.8890497913433473,yes
0.34800771680083975,0.6857865078293885,0.6566492892287833,yes
0.07169597563534542,0.5740911405742664,0.37102333250424496,yes
0.40335227435814586,0.6293542848114727,0.7797950453087477,yes
0.32286603842643635,0.2059016675241397,0.505028771474205,yes
0.19173916261843318,0.8321531672301647,0.7062110188805533,yes
0.18194602553831715,0.8338001837895039,0.306654338736132,yes
0.7243018837613322,0.4222393317761741,0.7246308765229035,yes
0.5031504435023539,0.5291815801660259,0.515277522166332,yes
0.805866812316757,0.4555695798028902,0.331807495388631,no
