x,y,t,yobserved
0.4354531723959789,0.5813570879039913,0.7686641910910839,yes
0.5257330415411614,0.1514442293496121,0.8756694790286225,yes
0.6417803165930573,0.0987939295091631,0.7524874859465677,yes
0.6596205716236025,0.430456252348719,0.6782959106927574,yes
0.1279142272191145,0.7863290989745346,0.8910812029954365,yes
0.5115962762630875,0.05356242708792425,0.924200514162944,yes
0.59527224816911,0.17337392161141119,0.4478683232087765,no
0.544389290758408,0.9918108520893238,0.5464561083412023,yes
0.1965927839024304,0.6184620539842802,0.4968271194389543,yes
0.4514769985750837,0.6059127571782714,0.7613620908405156,yes
0.0653166063555981,0.3667449170418393,0.8055320913590877,yes
0.6168619628799767,0.6334716357771197,0.10443126751885834,no
0.43539309227554135,0.6270502496674224,0.25772667102055496,no
0.09891772697392631,0.8794253829415566,0.9781377017592787,yes
0.814836556867174,0.4344346414799698,0.8041709902325785,no
0.9564397122308541,0.531356300930683,0.335389133972972,no
0.3336506713805769,0.553509326218202,0.5253769605409254,yes
0.07033714186108586,0.41761965623034025,0.807257212033172,yes
0.0031749914915704114,0.44220350532608865,0.2379967827581118,yes
0.26265148172653685,0.006795372603984662,0.9179943445286317,yes
0.9041430854201224,0.6444864129126722,0.974935078431021,yes
0.7222508647377968,0.02802034067058079,0.9821760414417009,yes
0.564549223781182,0.34563653947083894,0.9725098484086998,yes
0.0798947715785363,0.5896650631337421,0.8887652573188027,yes
0.22040912158361947,0.20437265595564091,0.9061790222402483,yes
0.7855293559483467,0.7703260283207509,0.1848245343276622,no
0.2934626783027938,0.010586465932126643,0.3074808765825983,yes
0.4015928651552685,0.22621467215714985,0.5611828792113888,yes
0.5927631502042052,0.877451523535268,0.3575051033113914,no
0.5193333748254005,0.1248436993636759,0.6117080307067041,yes
0.9891473929707593,0.5607298860394958,0.964943081867816,no
0.5653467192122594,0.8647921966583041,0.6625246858276463,yes
0.8675208451616543,0.32839697839736726,0.4968525741856539,no
0.19892484724448822,0.3323665569864871,0.10871790781240713,no
0.14024521149919122,0.018599443167227836,0.21457592221984903,yes
0.3392965778719912,0.9953785991221127,0.7043924138734453,yes
0.7684523381752242,0.7919671748104562,0.8555702083988925,yes
0.7825148339843941,0.41626404973831477,0.5468615242475757,no
0.3883376077016423,0.8061798027032316,0.6702104959311682,yes
0.12962605600873633,0.3629282387642889,0.9354658009703584,yes
0.6372419609829802,0.5136695051873528,0.2151481838904189,no
0.2736437752869283,0.2581666111010501,0.8356766755469778,yes
0.8659133813430042,0.7983808659706741,0.6042428052754514,no
0.26036203681874226,0.6253783539459212,0.5499798112871507,yes
0.13311230034973165,0.17412245623392386,0.6103895818243286,yes
0.4538516540091371,0.11202481611468262,0.3879533830877854,no
0.644325411504924,0.5700630085581739,0.3838350984384955,no
0.3420397704571523,0.3339863549162365,0.532354496877507,yes
0.9236006519247038,0.6407034767108548,0.6363590446036247,no
0.858055466575244,0.8702085813239449,0.7067748892786713,no
0.07903930953811167,0.1302272287558015,0.8116740624989172,yes
0.09035945958469971,0.19240165663330155,0.7180718752182998,yes
0.7361923449128194,0.16405894584585679,0.5106028068158339,no
0.7325137412078639,0.8338862577312967,0.7716997369773615,yes
0.47305991643523115,0.6729690027270707,0.5407971192892289,yes
0.7777177010552645,0.21597672223986075,0.5371962868506782,no
0.914548915338131,0.9320685329455958,0.7862313892115403,no
0.023371168571900247,0.40047594379409546,0.815021360150242,yes
0.129895784332817,0.8923818816658262,0.8680484535848209,yes
0.11346154076454962,0.3053648401980418,0.1920525511907137,yes
0.4781381388217629,0.6502312074295089,0.8023118353749368,yes
0.7731121915044854,0.19252737741935722,0.6335775921993688,no
0.7093597894786929,0.043150980448567244,0.7246083730185906,yes
0.3597282703953322,0.5208970766062455,0.7823105569391662,yes
0.4549834484558799,0.36021360860209173,0.6577055038751434,yes
0.5556188563731606,0.9233242019046932,0.2867176813457702,no
0.21641342648142636,0.22537197797128683,0.4461591534520831,yes
0.2280143754673083,0.9327652254016623,0.7590006410137875,yes
0.806834155431053,0.7719995607407777,0.4670942795286773,no
0.9714753820621023,0.7819323583690609,0.6016938808109872,no
0.31735154729513226,0.9124979584792954,0.4524691402760781,yes
0.9019066684299473,0.2965282690251405,0.9659107145633493,yes
0.692951431584129,0.5123619090319631,0.9095398813155324,yes
0.5579071819546519,0.25023766009541193,0.3151176915992072,no
0.5556655145524003,0.5481808972608195,0.796429399635909,yes
0.438102706051825,0.7794732760441576,0.3643011921138394,no
0.037756663857633654,0.3398138082196034,0.8804511061868567,yes
0.23354247123291305,0.9421022583802035,0.9323286379402042,yes
0.9762656870586688,0.9342975760595116,0.1990869590679583,no
0.28648647364848556,0.5354923996101792,0.8890497913433473,yes
0.3765118578329112,0.6332075040936596,0.6566492892287833,yes
0.5904351449417771,0.28262697321699504,0.37102333250424496,no
0.06848027650272082,0.7867193474605927,0.7797950453087477,yes
0.628341750563608,0.5073350614761647,0.505028771474205,no
0.8679298512533573,0.236773108510534,0.7062110188805533,no
0.6764526732804637,0.6201410854795122,0.306654338736132,no
0.31067547965408804,0.7878637701825997,0.7246308765229035,yes
0.941896437277653,0.22493258796834636,0.515277522166332,no
0.5143317139957615,0.3049456025026056,0.331807495388631,no
0.17973241676257334,0.3521658500662097,0.9134339965799425,yes
0.2281303642749759,0.3644026372966769,0.7958815057193318,yes
0.9575674733745339,0.9855158225021954,0.5812616319199707,no
0.5702112634026535,0.1634138714567217,0.33613604082608606,no
